Number,Journal tittle,Platform,Country,Publishers Name,Language,Thematic area,African Index Medicus,Medline (Medicine and Health Journals),Indexed on Google Scholar,Impact Factor,Scopus,H-Index,Eigenfactor,Eigenfactor metrix,Source Normalized Impact per Paper (SNIP),SNIP metrix,Open Access Journal,Journal listed in the Directory of Open Access (DOAJ),Present on International Standard Serial Number (ISSN) portal,The publisher is a member of Committee on publication Ethics (COPE),Online publisher based in Africa,Hosted on INASP'S Journal online,Column1
437,African Journal of Current Medical Research,African Journal Online (AJOL),Ghana,African Current Medical Research Limited,English,Medicine and Health,0,0,0,,0,,0,,0,,0,0,1,0,1,1,
438,African Journal of Educational Studies in Mathematics and Sciences,African Journal Online (AJOL),Ghana,,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,1,0,1,0,1,1,
439,African Journal of Management Research,African Journal Online (AJOL),Ghana,Taylor and Francis Ltd,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,1,0,1,0,1,1,
440,Agricultural and Food Science Journal of Ghana,African Journal Online (AJOL),Ghana,,English,Agriculture,0,,0,,0,,0,,0,,1,0,1,0,1,1,
441,Contemporary Journal of African Studies,African Journal Online (AJOL),Ghana,Routledge,English,Social Sciences and Humanities,0,,1,17,1,37,0,,0,,0,0,1,0,0,1,
442,Ghana Dental Journal,African Journal Online (AJOL),Ghana,Ghana Dental Association (GDA),English,Medicine and Health,0,0,0,,0,,0,,0,,0,0,1,0,1,1,
443,Ghana Journal of Agricultural Science,African Journal Online (AJOL),Ghana,Council for Scientific and Industrial Research of Ghana,English,Agriculture,0,,0,,0,,0,,0,,1,0,1,0,1,1,
444,Ghana Journal of Development Studies,African Journal Online (AJOL),Ghana,"Faculty of Integrated Development Studies of SD Dombo University of Business and Integrated Development Studies, Ghana",English,Social Sciences and Humanities,0,,0,,0,,0,,0,,1,0,0,0,1,1,
445,Ghana Journal of Forestry,African Journal Online (AJOL),Ghana,Forestry Research Institute of Ghana. ,English,Science and Technology,0,,0,,0,,0,,0,,0,0,1,0,1,1,
446,Ghana Journal of Geography,African Journal Online (AJOL),Ghana,"Department of Geography and Resource Development, University of Ghana",English,Science and Technology,0,,1,12,0,,0,,0,,1,0,1,0,1,1,
447,Ghana Journal of Linguistics,African Journal Online (AJOL),Ghana,Linguistics Association of Ghana. ,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,1,0,1,0,1,1,
448,Ghana Journal of Science,African Journal Online (AJOL),Ghana,Council for Scientific and Industrial Research of Ghana.,English,Science and Technology,0,,0,,0,,0,,0,,1,0,1,0,1,1,
449,Ghana Library Journal,African Journal Online (AJOL),Ghana,Ghana Library Association.,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,1,0,1,1,
450,Ghana Medical Journal,African Journal Online (AJOL),Ghana,Ghana Medical Association,English,Medicine and Health,1,1,1,18,1,26,0,,1,0.47,1,1,1,0,1,1,
451,Ghana Mining Journal,African Journal Online (AJOL),Ghana,,English,Science and Technology,0,,0,,0,,0,,0,,1,0,1,0,1,1,
452,"International Journal of Pedagogy, Policy and ICT in Education",African Journal Online (AJOL),Ghana,,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,0,0,1,1,
453,Journal of Applied Science and Technology,African Journal Online (AJOL),Ghana,International Centre for Materials Science and Technology (ICMST-Gh) and the Materials Research Society of Ghana (MRS-Gh),English,Science and Technology,0,,1,,0,,0,,0,,0,0,1,0,1,1,
454,Journal of Business Research,African Journal Online (AJOL),Ghana,Institute of Professional Studies,English,Business and Finance,0,,1,173,0,,1,1.4,1,3.24,0,0,1,0,1,1,
455,Journal of Medical and Biomedical Sciences,African Journal Online (AJOL),Ghana,Tamale: School of Medicine and Health Science,English,Medicine and Health,0,1,0,,0,,0,,0,,1,0,1,0,1,1,
456,Journal of Philosophy and Culture,African Journal Online (AJOL),Ghana,IPRJB,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,0,0,1,1,
457,Journal of Science and Technology (Ghana),African Journal Online (AJOL),Ghana,"University Books & Publications Committee, Kwame Nkrumah University of Science and Technology (KNUST)",English,Science and Technology,0,,0,,0,,0,,0,,1,0,1,0,1,1,
458,Journal of the Ghana Institution of Engineers,African Journal Online (AJOL),Ghana,Ghana Institution of Engineering (GhIE),English,Science and Technology,0,,0,,0,,0,,0,,0,0,0,0,1,1,
459,Journal of the Ghana Science Association,African Journal Online (AJOL),Ghana,Ghana Science Association,English,Science and Technology,0,,0,,1,2,0,,0,,0,0,1,0,1,1,
460,Legon Journal of the Humanities,African Journal Online (AJOL),Ghana,"College of Humanities, University of Ghana.",English,Social Sciences and Humanities,0,,0,,0,,0,,0,,1,1,1,0,1,1,
461,Mathematics Connection,African Journal Online (AJOL),Ghana,,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,1,0,1,1,
462,Regional Maritime University Journal,African Journal Online (AJOL),Ghana,,English,Science and Technology,0,,0,,0,,0,,0,,0,0,1,0,1,1,
463,Research Review of the Institute of African Studies,African Journal Online (AJOL),Ghana,Institute of African Studies,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,1,0,1,1,
464,Studies in Gender and Development in Africa,African Journal Online (AJOL),Ghana,,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,1,0,0,0,1,1,
465,West African Journal of Applied Ecology,African Journal Online (AJOL),Ghana,,English,Science and Technology,0,,1,10,1,15,0,,1,0.31,1,0,1,0,1,1,
466,African Journal of Accounting and Social Science Studies,African Journal Online (AJOL),Tanzania,The Tanzania Institute of Accountancy,English,Business and Finance,0,,0,,0,,0,,0,,0,0,1,0,1,1,
467,African Journal of Economic Review,African Journal Online (AJOL),Tanzania,"The Open University of Tanzania, Faculty of Arts and Social sciences,Departyment of economic and community economic development",English,Business and Finance,0,,1,15,0,,0,,0,,1,0,1,0,1,1,
468,African Journal of Finance and Management,African Journal Online (AJOL),Tanzania,Institute of Finance Management,English,Business and Finance,0,,0,,0,,0,,0,,0,0,1,0,1,1,
469,Dar Es Salaam Medical Students' Journal,African Journal Online (AJOL),Tanzania,Tanzania Medical Students’ Association,English,Medicine and Health,1,1,0,,0,,0,,0,,1,0,1,0,1,1,
470,East African Health Research Journal,African Journal Online (AJOL),Tanzania,East African Health Research Commission (EAHRC) of the East African Community (EAC,English,Medicine and Health,0,1,0,,0,,0,,0,,1,0,1,0,1,1,
471,East African Journal of Education and Social Sciences,African Journal Online (AJOL),Tanzania,GITOYA CENTRE FOR ACADEMIC RESEARCH AND DISSEMINATION,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,1,0,1,0,1,1,
472,East African Journal of Public Health,African Journal Online (AJOL),Tanzania,East African Public Health Association,English,Medicine and Health,1,1,0,,1,23,0,,0,,0,0,1,0,1,1,
473,Huria: Journal of the Open University of Tanzania,African Journal Online (AJOL),Tanzania,,English,Social Sciences and Humanities,0,,1,,0,,0,,0,,1,0,1,0,1,1,
474,IMTU Medical Journal,African Journal Online (AJOL),Tanzania,International Medical and Technological University (IMTU) ,English,Medicine and Health,0,1,0,,0,,0,,0,,0,0,0,0,1,1,
475,Jarida la Chama cha Lugha na Fasihi ya Kiswahili Tanzania (CHALUFAKITA),African Journal Online (AJOL),Tanzania,CHALUFAKITA,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,1,0,0,0,1,1,
476,Journal of Building and Land Development,African Journal Online (AJOL),Tanzania,,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,1,0,1,1,
477,Journal of Sociology and Development,African Journal Online (AJOL),Tanzania,St. Augustine University of Tanzania,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,1,0,1,0,1,1,
478,Kioo cha Lugha,African Journal Online (AJOL),Tanzania,"Idara ya Kiswahili, Chuo Kikuu cha Dar es Salaam",Swahili,Social Sciences and Humanities,0,,1,2,0,,0,,0,,0,0,1,0,1,1,
479,Kiswahili,African Journal Online (AJOL),Tanzania,,Swahili,Social Sciences and Humanities,0,,1,,0,,0,,0,,0,0,1,0,1,1,
480,Tanzania Dental Journal,African Journal Online (AJOL),Tanzania,Tanzanian Dental Association,English,Agriculture,0,,0,,0,,0,,0,,1,0,0,0,1,1,
481,Tanzania Journal of Agricultural Sciences,African Journal Online (AJOL),Tanzania,"FACULTY OF AGRICULTURE, SOKOINE UNIVERSITY OF AGRICULTURE",English,Agriculture,0,,0,,0,,0,,0,,1,0,1,0,1,1,
482,Tanzania Journal of Development Studies,African Journal Online (AJOL),Tanzania,Institute of Development Studies,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,1,0,1,1,
483,Tanzania Journal of Engineering and Technology,African Journal Online (AJOL),Tanzania,"College of Engineering and Technology, University of Dar es Salaam.",English,Science and Technology,0,,1,1,0,,0,,0,,1,0,1,0,1,1,
484,Tanzania Journal of Forestry and Nature Conservation,African Journal Online (AJOL),Tanzania,,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,1,0,1,0,1,1,
485,Tanzania Journal of Health Research,African Journal Online (AJOL),Tanzania,Tanzania Journal of Health Research,English,Medicine and Health,1,1,1,11,1,28,0,,0,,1,0,1,0,1,1,
486,Tanzania Journal of Science,African Journal Online (AJOL),Tanzania," College of Natural and Applied Sciences, University of Dar es Salaam",English,Science and Technology,0,,1,10,0,,0,,0,,1,0,1,0,1,1,
487,Tanzania Medical Journal,African Journal Online (AJOL),Tanzania,the Medical Association of Tanzania (MAT),English,Medicine and Health,1,1,0,,0,,0,,0,,0,0,1,0,1,1,
488,Tanzania Veterinary Journal,African Journal Online (AJOL),Tanzania,,English,Agriculture,0,,1,,0,,0,,0,,0,0,1,0,1,1,
489,University of Dar es Salaam Library Journal,African Journal Online (AJOL),Tanzania,University of Dar es Salaam Library Services,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,1,0,1,0,1,1,
490,Western Indian Ocean Journal of Marine Science,African Journal Online (AJOL),Tanzania,Western Indian Ocean Marine Science Association (WIOMSA).,English,Science and Technology,0,,1,9,0,,0,,0,,1,0,1,0,1,1,
491,African Journal of Gastroenterology and Hepatology,African Journal Online (AJOL),Egypt,,English,Medicine and Health,0,0,0,,0,,0,,0,,1,0,1,0,1,1,
492,African Journal of Urology,African Journal Online (AJOL),Egypt, Pan African Urological Surgeons‘ Association (PAUSA),English,Medicine and Health,1,1,0,,1,14,0,,0,,1,1,1,1,0,1,
493,Alexandria Journal of Medicine,African Journal Online (AJOL),Egypt,Informa - Taylor and Francis Group,English,Medicine and Health,0,1,1,24,0,,0,,0,,1,1,1,1,0,1,
494,Annals of Pediatric Surgery,African Journal Online (AJOL),Egypt,Lippincott Williams and Wilkins Ltd.,English,Medicine and Health,0,1,0,,1,7,0,,1,0.53,1,1,1,1,0,1,
495,Egyptian Journal of Biochemistry and Molecular Biology,African Journal Online (AJOL),Egypt,"Ain Shams University, Biochemistry Department, Faculty of Medicine",English,Science and Technology,0,,0,,0,,0,,0,,0,0,1,0,1,1,
496,Egyptian Journal of Biology,African Journal Online (AJOL),Egypt,,English,Science and Technology,0,,0,,0,,0,,0,,0,0,1,0,1,1,
497,Egyptian Journal of Biomedical Sciences,African Journal Online (AJOL),Egypt,"Mansoura University, published in collaboration with Taylor & Francis ",English,Science and Technology,0,,0,,0,,0,,0,,0,0,1,0,1,1,
498,Egyptian Journal of Biotechnology,African Journal Online (AJOL),Egypt,,English,Science and Technology,0,,0,,0,,0,,0,,0,0,1,0,1,1,
499,Egyptian Journal of Hospital Medicine,African Journal Online (AJOL),Egypt,Ain Shams University. ,English,Medicine and Health,1,1,1,17,0,,0,,1,0.1,1,0,1,0,1,1,
500,Egyptian Journal of Medical Human Genetics,African Journal Online (AJOL),Egypt,,English,Medicine and Health,0,1,1,19,1,22,0,,1,0.52,1,1,1,1,0,1,
501,Egyptian Journal of Medical Laboratory Sciences,African Journal Online (AJOL),Egypt,,English,Medicine and Health,0,1,0,,0,,0,,0,,0,0,1,0,1,1,
502,Egyptian Journal of Natural History,African Journal Online (AJOL),Egypt,Egyptian British Biological Society ,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,1,0,1,0,1,1,
503,Egyptian Journal of Pediatric Allergy and Immunology (The),African Journal Online (AJOL),Egypt,"Children’s Hospital,  Ain Shams University, Ramses Street, Abbassiya, Cairo",English,Medicine and Health,0,1,0,,0,,0,,0,,1,0,0,0,1,1,
504,Evidence-Based Nursing Research,African Journal Online (AJOL),Egypt,Egyptian Electronic,English,Medicine and Health,0,1,1,19,0,,0,,0,,1,0,1,0,1,1,
505,Mansoura Veterinary Medical Journal,African Journal Online (AJOL),Egypt,"Department of Surgery, Faculty of Veterinary Medicine, Mansoura University",English,Medicine and Health,0,0,1,7,0,,0,,0,,1,0,1,0,1,1,
506,Microbes and Infectious Diseases,African Journal Online (AJOL),Egypt,Zagazig University,English,Medicine and Health,0,0,1,7,0,,0,,0,,1,1,1,1,1,1,
507,New Egyptian Journal of Microbiology,African Journal Online (AJOL),Egypt,,English,Medicine and Health,0,0,0,,0,,0,,0,,0,0,1,0,1,1,
508,Scientific Medical Journal,African Journal Online (AJOL),Egypt,,English,Medicine and Health,0,0,0,,0,,0,,0,,0,0,1,0,1,1,
509,Zagazig Journal of Occupational Health and Safety,African Journal Online (AJOL),Egypt,"Occupational and Environmental Health Services Center, Faculty of Medicine, Zagazig University",English,Medicine and Health,0,0,0,,0,,0,,0,,0,0,1,1,1,1,
510,African Journal of Neurological Sciences,African Journal Online (AJOL),Côte d'Ivoire ,Pan African Association of Neurological Sciences,English,Medicine and Health,1,0,1,3,1,11,0,,0,,1,0,1,0,1,1,
511,Afrique Science: Revue Internationale des Sciences et Technologie,African Journal Online (AJOL),Côte d'Ivoire ,,French,Medicine and Health,0,0,0,,0,,0,,0,,1,0,0,0,1,1,
512,Agronomie Africaine,African Journal Online (AJOL),Côte d'Ivoire ,,French,Agriculture,0,,1,7,0,,0,,0,,1,0,1,0,1,1,
513,Sciences & Nature,African Journal Online (AJOL),Côte d'Ivoire ,,English,Science and Technology,0,,0,,0,,0,,0,,1,0,1,0,1,1,
514,Journal of the Eritrean Medical Association,African Journal Online (AJOL),Eritrea,,English,Medicine and Health,0,0,0,,0,,0,,0,,1,0,0,0,1,1,
515,Lwati: A Journal of Contemporary Research,African Journal Online (AJOL),Eswatini,Universal Academic Publishers,English,Science and Technology,0,,1,8,0,,0,,0,,1,0,1,0,1,1,
516,UNISWA Journal of Agriculture,African Journal Online (AJOL),Eswatini,,English,Agriculture,0,,0,,0,,0,,0,,0,0,1,0,0,1,
517,"UNISWA Research Journal of Agriculture, Science and Technology",African Journal Online (AJOL),Eswatini,"Faculties of Agriculture, Health Sciences and Science of the University of Swaziland",English,Agriculture,0,,0,,0,,0,,0,,0,0,1,0,0,1,
518,Orapuh Journal,African Journal Online (AJOL),"Gambia, The","Orapuh, Inc.",English,Science and Technology,0,,0,,0,,0,,0,,1,1,1,0,1,1,
519,Review of Southern African Studies,African Journal Online (AJOL),Lesotho,"Institute of Southern African Studies, National University of Lesotho",English,Science and Technology,0,,0,,0,,0,,0,,0,0,1,0,1,1,
520,AlQalam Journal of Medical and Applied Sciences,African Journal Online (AJOL),Libya,"University of Tripoli Alahlia, Janzur, Libya",English,Medicine and Health,0,0,0,,0,,0,,0,,1,0,1,0,1,1,
521,Libyan Journal of Medicine,African Journal Online (AJOL),Libya,Taylor & Francis Online,English,Medicine and Health,1,1,1,19,1,25,1,<0.1,1,0.75,1,1,1,1,0,1,
522,Open Veterinary Journal,African Journal Online (AJOL),Libya,"Faculty of Veterinary Medicine, University of Tripoli ",English,Agriculture,0,,1,19,1,16,0,,1,0.61,1,1,1,0,1,1,
523,Madagascar Conservation & Development,African Journal Online (AJOL),Madagascar ,,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,1,0,1,0,0,1,
524,Journal of Development and Communication Studies,African Journal Online (AJOL),Malawi,Development Media Consulting,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,1,0,1,0,1,1,
525,Journal of Humanities,African Journal Online (AJOL),Malawi,,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,1,0,1,0,1,1,
526,Malawi Journal of Science and Technology,African Journal Online (AJOL),Malawi,"Faculty of Science, Chancellor College in Malawi ",English,Science and Technology,0,,0,,0,,0,,0,,1,0,1,0,1,1,
527,Malawi Medical Journal,African Journal Online (AJOL),Malawi,,English,Medicine and Health,1,1,1,18,1,24,1,<0.1,1,0.51,1,1,1,0,1,1,
528,Archives of Medical and Biomedical Research,African Journal Online (AJOL),Mauritius,International Association of Medical and Biomedical Researchers (IAMBR) and the Society for Free Radical Research Africa (SFRR-Africa),English,Medicine and Health,0,0,0,,0,,0,,0,,1,0,1,0,1,1,
529,Internet Journal of Medical Update – EJOURNAL,African Journal Online (AJOL),Mauritius,,English,Medicine and Health,0,1,0,,0,,0,,0,,0,0,0,0,1,1,
530,University of Mauritius Research Journal,African Journal Online (AJOL),Mauritius,University of Mauritius,English,Social Sciences and Humanities,0,,0,,0,,0,,0,,1,0,1,0,1,1,
531,African Journal of Governance and Development,African Journal Online (AJOL),Mozambique,"Centro de Investigação Científica (CIC), Artworks Communications",English,Social Sciences and Humanities,0,,0,,0,,0,,0,,0,0,1,0,1,1,
